week_start,partner_id,payment_method,processor,gateway_settled_volume,ledger_booked_volume,unmatched_batches,oldest_unmatched_hours,finance_confidence
2026-02-26,P005,card,processor_d,31235.33,32164.16,1,14.7,needs research
2026-02-26,P005,ach,processor_a,18563.75,19139.92,1,66.5,needs research
2026-02-26,P005,card,processor_d,9957.29,10117.34,2,21.2,needs research
2026-02-26,P005,card,processor_a,19536.49,19405.95,1,21.2,certified
2026-02-26,P005,ach,processor_c,15798.69,16743.64,4,63.2,needs research
2026-02-26,P006,card,processor_a,122246.48,119810.07,3,12.9,needs research
2026-02-26,P006,ach,processor_c,61955.01,66678.0,4,80.4,needs research
2026-02-26,P006,card,processor_c,40822.45,41613.45,2,26.6,needs research
2026-02-26,P006,ach,processor_c,18854.35,18173.5,0,69.9,certified
2026-02-26,P006,card,processor_a,43197.21,42552.12,3,20.9,needs research
2026-02-26,P006,ach,processor_c,29195.03,30758.53,3,79.1,needs research
2026-02-26,P006,card,processor_a,22087.56,21807.6,2,19.4,certified
2026-02-26,P006,ach,processor_c,12406.1,13060.69,3,6.0,needs research
2026-02-26,P006,card,processor_b,6132.81,5985.0,2,16.3,needs research
2026-02-26,P006,card,processor_d,15156.91,14458.83,1,5.6,needs research
2026-02-26,P006,ach,processor_c,14854.51,15810.49,3,24.2,needs research
2026-02-26,P007,card,processor_a,95062.86,93626.8,0,14.9,watch
2026-02-26,P007,ach,processor_a,47061.75,48720.01,5,40.1,certified
2026-02-26,P007,card,processor_b,45054.2,45257.48,3,6.7,needs research
2026-02-26,P007,ach,processor_b,18948.6,18084.36,0,35.4,certified
2026-02-26,P007,card,processor_b,37892.41,37837.11,0,33.7,needs research
2026-02-26,P007,ach,processor_b,19632.19,18237.21,5,73.7,needs research
2026-02-26,P007,card,processor_c,16927.58,16011.74,3,20.3,certified
2026-02-26,P007,ach,processor_b,11273.18,11047.66,3,13.1,watch
2026-02-26,P007,card,processor_c,4132.09,4333.71,3,32.6,certified
2026-02-26,P007,card,processor_d,10168.63,10399.46,3,23.0,certified
2026-02-26,P007,ach,processor_a,15115.78,15181.77,1,83.1,needs research
2026-02-26,P008,card,processor_c,160919.38,160088.09,0,35.5,needs research
2026-02-26,P008,ach,processor_a,58684.74,61762.78,0,22.2,watch
2026-02-26,P008,card,processor_c,53224.04,52973.91,2,29.8,watch
2026-02-26,P008,ach,processor_d,20779.8,20926.61,2,59.2,watch
2026-02-26,P008,card,processor_a,43069.46,42475.64,1,23.8,watch
2026-02-26,P008,ach,processor_d,29188.71,29070.33,0,34.6,watch
2026-02-26,P008,card,processor_b,19791.31,21142.82,3,28.3,watch
2026-02-26,P008,ach,processor_c,12499.84,12846.38,0,84.1,certified
2026-02-26,P008,card,processor_c,6882.58,6821.33,0,6.2,needs research
2026-02-26,P008,card,processor_d,11335.11,11154.9,2,20.1,certified
2026-02-26,P008,ach,processor_a,17582.2,18373.97,5,33.4,certified
2026-03-05,P001,card,processor_c,138911.09,144838.92,3,30.3,certified
2026-03-05,P001,ach,processor_b,75501.57,77625.99,0,9.1,watch
2026-03-05,P001,card,processor_b,73089.17,69633.65,1,38.9,watch
2026-03-05,P001,ach,processor_b,31062.15,32156.39,3,88.6,certified
2026-03-05,P001,card,processor_a,69277.98,69865.89,1,42.4,needs research
2026-03-05,P001,ach,processor_c,30961.96,30747.83,2,77.9,watch
2026-03-05,P001,card,processor_c,30314.37,29405.5,3,30.1,needs research
2026-03-05,P001,ach,processor_b,11721.92,11355.54,4,12.9,certified
2026-03-05,P001,card,processor_b,8270.18,7959.25,1,32.0,certified
2026-03-05,P001,card,processor_b,21057.81,21440.14,3,16.6,watch
2026-03-05,P001,ach,processor_b,15788.51,15571.53,3,73.8,watch
2026-03-05,P002,card,processor_b,123134.91,122370.76,2,15.9,certified
2026-03-05,P002,ach,processor_b,68883.88,68269.24,1,49.2,needs research
2026-03-05,P002,card,processor_c,48904.77,48542.34,1,39.7,certified
2026-03-05,P002,ach,processor_b,29986.56,31390.3,0,50.2,certified
2026-03-05,P002,card,processor_c,53125.03,51105.1,3,35.0,watch
2026-03-05,P002,ach,processor_a,29508.64,29699.34,3,50.1,watch
2026-03-05,P002,card,processor_a,22019.76,22611.26,2,37.7,certified
2026-03-05,P002,ach,processor_b,11862.42,11685.59,4,18.7,needs research
2026-03-05,P002,card,processor_b,6144.13,5945.02,2,43.1,watch
2026-03-05,P002,card,processor_a,20328.3,20117.14,0,30.7,certified
2026-03-05,P002,ach,processor_a,15411.33,15587.76,4,15.4,certified
2026-03-05,P003,card,processor_a,163766.19,158491.92,1,30.1,needs research
2026-03-05,P003,ach,processor_c,89884.13,85525.7,2,48.0,watch
2026-03-05,P003,card,processor_d,57610.64,57822.48,1,32.2,needs research
2026-03-05,P003,ach,processor_c,29384.11,28090.57,0,64.5,certified
2026-03-05,P003,card,processor_a,78168.06,78200.77,3,34.8,certified
2026-03-05,P003,ach,processor_c,38165.93,40580.18,5,60.9,watch
2026-03-05,P003,card,processor_a,28179.52,26334.1,1,15.9,watch
2026-03-05,P003,ach,processor_a,17513.8,16396.8,2,51.5,needs research
2026-03-05,P003,card,processor_a,7817.56,7856.74,0,17.4,needs research
2026-03-05,P003,card,processor_a,21097.61,21245.92,3,17.1,watch
2026-03-05,P003,ach,processor_d,15721.6,16084.42,1,60.6,needs research
2026-03-05,P004,card,processor_c,102480.04,102481.55,2,19.8,certified
2026-03-05,P004,ach,processor_b,64193.58,64691.64,4,53.0,needs research
2026-03-05,P004,card,processor_c,55085.74,55564.87,1,32.8,watch
2026-03-05,P004,ach,processor_d,24039.23,22659.26,0,37.2,certified
2026-03-05,P004,card,processor_c,40485.13,42572.32,1,5.1,watch
2026-03-05,P004,ach,processor_a,24069.47,24186.89,2,39.8,needs research
2026-03-05,P004,card,processor_a,18643.94,18148.99,2,43.8,certified
2026-03-05,P004,ach,processor_b,10603.0,10838.99,2,24.4,needs research
2026-03-05,P004,card,processor_c,7256.56,7302.54,0,36.5,needs research
2026-03-05,P004,card,processor_c,14003.34,13793.9,0,5.6,watch
2026-03-05,P004,ach,processor_a,18243.0,17978.39,5,9.3,certified
2026-03-05,P005,card,processor_c,163693.7,157045.07,0,29.6,certified
2026-03-05,P005,ach,processor_a,97082.76,90826.43,5,20.9,watch
2026-03-05,P005,card,processor_c,58027.52,56811.84,1,22.0,needs research
2026-03-05,P005,ach,processor_c,37628.87,38543.97,0,55.5,watch
2026-03-05,P005,card,processor_d,74509.17,75341.01,1,42.0,watch
2026-03-05,P005,ach,processor_a,42298.06,41403.71,1,75.5,needs research
2026-03-05,P005,card,processor_a,31683.83,33407.78,0,28.7,certified
2026-03-05,P005,ach,processor_b,20057.65,19809.24,4,72.4,certified
2026-03-05,P005,card,processor_a,8022.17,8282.89,1,12.4,watch
2026-03-05,P005,card,processor_c,22560.84,22759.13,2,29.1,certified
2026-03-05,P005,ach,processor_b,17901.31,18547.71,0,59.5,watch
2026-03-05,P006,card,processor_d,134064.26,132939.16,2,32.5,watch
2026-03-05,P006,ach,processor_b,60587.4,56009.37,3,58.1,needs research
2026-03-05,P006,card,processor_a,44160.06,45545.12,3,23.1,needs research
2026-03-05,P006,ach,processor_b,23053.46,22590.48,3,46.5,certified
2026-03-05,P006,card,processor_c,48860.65,49637.89,0,35.1,watch
2026-03-05,P006,ach,processor_a,23585.84,24786.87,1,89.4,needs research
2026-03-05,P006,card,processor_a,18646.06,18972.14,1,29.4,needs research
2026-03-05,P006,ach,processor_c,10473.86,10199.87,0,66.2,watch
2026-03-05,P006,card,processor_b,6477.91,6330.38,2,12.1,certified
2026-03-05,P006,card,processor_a,13660.7,12876.83,0,28.3,needs research
2026-03-05,P006,ach,processor_b,16641.09,17216.14,4,26.4,watch
2026-03-05,P007,card,processor_c,91776.36,94189.43,2,35.2,needs research
2026-03-05,P007,ach,processor_b,49250.15,49206.47,4,26.2,certified
2026-03-05,P007,card,processor_a,33631.55,34831.45,1,25.9,needs research
2026-03-05,P007,ach,processor_d,18458.1,19481.8,0,12.5,certified
2026-03-05,P007,card,processor_a,32214.07,34231.97,0,18.2,certified
2026-03-05,P007,ach,processor_b,23994.53,23854.41,3,88.2,watch
2026-03-05,P007,card,processor_b,15172.55,14831.03,3,31.9,certified
2026-03-05,P007,ach,processor_b,10337.09,10379.44,1,47.8,watch
2026-03-05,P007,card,processor_c,3819.36,3942.59,0,18.8,needs research
2026-03-05,P007,card,processor_b,9195.31,8843.7,0,43.7,watch
2026-03-05,P007,ach,processor_d,16595.28,16807.95,0,82.8,watch
2026-03-05,P008,card,processor_a,137224.55,135247.56,3,31.2,needs research
2026-03-05,P008,ach,processor_b,60615.37,58878.75,2,20.7,certified
2026-03-05,P008,card,processor_b,36882.94,36832.82,3,35.8,needs research
2026-03-05,P008,ach,processor_d,21599.03,22382.72,5,4.7,certified
2026-03-05,P008,card,processor_b,55512.69,56266.33,2,8.6,certified
2026-03-05,P008,ach,processor_a,28924.57,27636.39,4,21.1,watch
2026-03-05,P008,card,processor_c,22639.53,21393.25,1,12.8,watch
2026-03-05,P008,ach,processor_b,12847.63,12166.18,3,78.1,certified
2026-03-05,P008,card,processor_a,6248.43,6479.59,2,10.0,watch
2026-03-05,P008,card,processor_a,14955.52,14661.13,3,21.6,watch
2026-03-05,P008,ach,processor_b,16750.52,17038.59,0,13.7,watch
2026-03-12,P001,card,processor_a,169339.08,169659.83,0,42.5,certified
2026-03-12,P001,ach,processor_b,74931.36,79011.79,1,75.2,needs research
2026-03-12,P001,card,processor_b,68296.86,64996.24,3,25.3,certified
2026-03-12,P001,ach,processor_b,28003.23,28834.05,5,46.5,needs research
2026-03-12,P001,card,processor_c,67502.19,67323.26,3,11.8,needs research
2026-03-12,P001,ach,processor_d,37345.24,38699.5,5,59.5,needs research
2026-03-12,P001,card,processor_a,28121.36,26776.6,2,16.1,needs research
2026-03-12,P001,ach,processor_d,13741.21,13712.84,2,8.2,needs research
2026-03-12,P001,card,processor_b,7387.85,7779.71,3,27.2,watch
2026-03-12,P001,card,processor_a,16211.72,17060.87,1,29.6,watch
2026-03-12,P001,ach,processor_b,17111.37,16239.82,2,58.5,watch
2026-03-12,P002,card,processor_a,146788.3,143208.43,3,28.3,needs research
2026-03-12,P002,ach,processor_a,77267.31,76239.22,3,39.8,certified
2026-03-12,P002,card,processor_c,60396.48,58655.31,3,29.8,watch
2026-03-12,P002,ach,processor_c,26215.84,26173.1,4,62.0,watch
2026-03-12,P002,card,processor_a,50371.92,51796.08,0,33.4,certified
2026-03-12,P002,ach,processor_a,30980.75,30448.1,0,20.0,watch
2026-03-12,P002,card,processor_a,25668.07,24635.72,2,25.7,watch
2026-03-12,P002,ach,processor_a,13954.65,13649.53,4,10.6,needs research
2026-03-12,P002,card,processor_c,6449.83,6754.86,0,18.2,certified
2026-03-12,P002,card,processor_c,15754.44,15589.43,3,35.4,certified
2026-03-12,P002,ach,processor_c,17034.15,17080.27,3,52.6,needs research
2026-03-12,P003,card,processor_b,213186.54,207983.91,3,43.0,needs research
2026-03-12,P003,ach,processor_d,88807.78,90408.95,4,24.5,certified
2026-03-12,P003,card,processor_a,66396.64,66779.51,3,27.7,needs research
2026-03-12,P003,ach,processor_c,31395.31,31867.8,1,64.4,certified
2026-03-12,P003,card,processor_c,70495.02,70029.35,3,37.2,needs research
2026-03-12,P003,ach,processor_b,38957.24,40279.25,1,74.3,needs research
2026-03-12,P003,card,processor_c,32087.74,33456.91,3,39.8,needs research
2026-03-12,P003,ach,processor_c,12784.08,13102.47,0,4.8,certified
2026-03-12,P003,card,processor_b,7030.25,6922.65,3,34.7,needs research
2026-03-12,P003,card,processor_c,15873.21,16245.19,2,23.4,certified
2026-03-12,P003,ach,processor_b,15230.08,15135.02,4,74.4,watch
2026-03-12,P004,card,processor_a,134471.23,129501.42,0,39.0,watch
2026-03-12,P004,ach,processor_b,66532.84,65073.99,0,23.8,certified
2026-03-12,P004,card,processor_d,44660.86,45643.67,2,10.7,watch
2026-03-12,P004,ach,processor_d,24480.63,24942.84,3,77.1,certified
2026-03-12,P004,card,processor_a,56631.29,57848.62,1,12.8,needs research
2026-03-12,P004,ach,processor_c,30093.04,30527.54,4,85.8,certified
2026-03-12,P004,card,processor_b,25393.22,23813.13,3,27.5,needs research
2026-03-12,P004,ach,processor_c,11414.92,11752.35,2,15.3,needs research
2026-03-12,P004,card,processor_b,6565.32,6498.74,0,6.9,needs research
2026-03-12,P004,card,processor_d,16525.31,17822.07,3,25.4,watch
2026-03-12,P004,ach,processor_a,16510.14,16699.06,1,57.4,needs research
2026-03-12,P005,card,processor_c,223135.21,221867.72,0,31.6,needs research
2026-03-12,P005,ach,processor_b,110569.76,119474.22,2,27.2,watch
2026-03-12,P005,card,processor_a,72938.39,70246.4,1,8.9,certified
2026-03-12,P005,ach,processor_a,34683.43,35172.79,3,50.5,watch
2026-03-12,P005,card,processor_d,78252.53,75049.84,0,33.4,needs research
2026-03-12,P005,ach,processor_b,43483.73,44164.57,4,36.1,needs research
2026-03-12,P005,card,processor_c,40248.98,39019.45,1,30.3,certified
2026-03-12,P005,ach,processor_a,15139.49,15637.9,3,47.4,certified
2026-03-12,P005,card,processor_b,10146.95,9854.79,3,27.8,watch
2026-03-12,P005,card,processor_a,25201.9,26021.58,0,14.4,needs research
2026-03-12,P005,ach,processor_c,18978.78,18185.93,4,39.9,certified
2026-03-12,P006,card,processor_c,115092.39,113641.1,0,4.4,watch
2026-03-12,P006,ach,processor_c,62083.84,61821.41,3,6.4,watch
2026-03-12,P006,card,processor_d,39608.05,38401.04,3,25.7,certified
2026-03-12,P006,ach,processor_a,18240.15,18468.05,2,55.0,certified
2026-03-12,P006,card,processor_d,50397.93,50759.57,0,25.8,needs research
2026-03-12,P006,ach,processor_b,19244.05,20107.19,0,18.4,certified
2026-03-12,P006,card,processor_d,18333.61,17675.44,1,14.7,needs research
2026-03-12,P006,ach,processor_a,13861.18,13365.54,1,84.8,needs research
2026-03-12,P006,card,processor_d,5304.11,5185.55,3,10.1,needs research
2026-03-12,P006,card,processor_a,13765.9,13078.19,1,35.7,needs research
2026-03-12,P006,ach,processor_c,16494.07,16700.19,3,54.2,certified
2026-03-12,P007,card,processor_b,83999.83,87015.94,1,9.3,certified
2026-03-12,P007,ach,processor_c,43024.64,40942.8,5,52.1,watch
2026-03-12,P007,card,processor_a,29656.3,30397.3,0,42.3,watch
2026-03-12,P007,ach,processor_b,20714.02,21349.45,5,5.5,certified
2026-03-12,P007,card,processor_b,39275.9,40456.46,2,37.3,certified
2026-03-12,P007,ach,processor_c,20398.14,21108.0,0,79.7,needs research
2026-03-12,P007,card,processor_d,17089.04,16647.85,2,7.5,watch
2026-03-12,P007,ach,processor_c,9868.82,9531.75,3,24.0,certified
2026-03-12,P007,card,processor_a,4837.25,4693.66,3,25.1,certified
2026-03-12,P007,card,processor_c,10510.75,10397.3,3,19.2,needs research
2026-03-12,P007,ach,processor_b,16957.5,17385.79,3,32.8,certified
2026-03-12,P008,card,processor_c,130536.85,131803.44,2,32.5,watch
2026-03-12,P008,ach,processor_a,62706.6,63735.2,3,9.4,needs research
2026-03-12,P008,card,processor_b,44217.19,44540.38,0,29.2,watch
2026-03-12,P008,ach,processor_d,29872.87,30132.43,4,54.7,needs research
2026-03-12,P008,card,processor_c,56728.15,56159.39,2,43.7,needs research
2026-03-12,P008,ach,processor_c,27937.16,28606.08,0,83.1,watch
2026-03-12,P008,card,processor_c,20863.28,20894.76,0,40.5,watch
2026-03-12,P008,ach,processor_a,14677.61,13873.17,5,30.7,certified
2026-03-12,P008,card,processor_d,5922.18,5870.11,1,10.3,watch
2026-03-12,P008,card,processor_a,12974.5,13377.63,3,10.8,needs research
2026-03-12,P008,ach,processor_b,19070.94,18675.43,4,45.3,watch
2026-03-19,P001,card,processor_c,201972.33,193494.65,2,15.6,needs research
2026-03-19,P001,ach,processor_a,75696.09,78298.37,4,55.5,certified
2026-03-19,P001,card,processor_a,57384.12,61222.52,3,33.6,certified
2026-03-19,P001,ach,processor_c,28727.34,30416.6,4,37.7,watch
2026-03-19,P001,card,processor_b,58828.65,60347.73,3,9.0,watch
2026-03-19,P001,ach,processor_d,32286.61,30345.13,1,87.6,needs research
2026-03-19,P001,card,processor_a,37929.34,36440.49,2,34.3,certified
2026-03-19,P001,ach,processor_a,18114.2,17107.25,1,22.5,needs research
2026-03-19,P001,card,processor_a,6723.92,6805.35,1,23.8,certified
2026-03-19,P001,card,processor_a,21808.65,22004.64,1,24.3,needs research
2026-03-19,P001,ach,processor_c,17542.94,16593.16,4,36.8,certified
2026-03-19,P002,card,processor_d,130902.39,129804.69,0,26.5,watch
2026-03-19,P002,ach,processor_c,75661.48,77115.56,2,53.5,certified
2026-03-19,P002,card,processor_c,49949.85,48476.3,1,37.6,watch
2026-03-19,P002,ach,processor_b,24631.53,24644.68,0,52.0,watch
2026-03-19,P002,card,processor_b,67066.14,66560.93,1,28.9,watch
2026-03-19,P002,ach,processor_b,35603.78,36022.08,5,15.1,watch
2026-03-19,P002,card,processor_a,24361.63,24293.54,3,37.7,needs research
2026-03-19,P002,ach,processor_a,16407.68,15325.18,5,44.6,watch
2026-03-19,P002,card,processor_a,8508.58,8639.69,3,10.7,certified
2026-03-19,P002,card,processor_a,16561.42,16861.55,1,19.4,certified
2026-03-19,P002,ach,processor_a,15309.45,14683.13,3,77.8,certified
2026-03-19,P003,card,processor_d,149065.0,154675.04,0,23.8,needs research
2026-03-19,P003,ach,processor_a,71574.26,72028.13,1,9.6,certified
2026-03-19,P003,card,processor_b,70849.69,67866.65,1,37.2,certified
2026-03-19,P003,ach,processor_b,30627.77,32105.59,1,51.3,certified
2026-03-19,P003,card,processor_a,75662.78,74990.3,3,26.2,needs research
2026-03-19,P003,ach,processor_c,38304.48,38929.39,1,9.3,watch
2026-03-19,P003,card,processor_a,30634.63,30294.38,1,27.5,needs research
2026-03-19,P003,ach,processor_c,14935.1,15042.24,3,22.7,watch
2026-03-19,P003,card,processor_c,6937.99,6753.29,1,5.1,certified
2026-03-19,P003,card,processor_d,21016.2,21863.56,1,9.1,certified
2026-03-19,P003,ach,processor_d,17963.03,17041.37,0,85.8,watch
2026-03-19,P004,card,processor_b,104834.54,102795.4,0,26.5,watch
2026-03-19,P004,ach,processor_a,65614.03,63941.45,5,36.3,watch
2026-03-19,P004,card,processor_d,44255.7,46136.51,1,11.0,watch
2026-03-19,P004,ach,processor_c,24408.89,22904.25,0,70.6,certified
2026-03-19,P004,card,processor_a,52387.76,53129.21,1,38.2,certified
2026-03-19,P004,ach,processor_c,27486.21,29433.84,4,25.6,certified
2026-03-19,P004,card,processor_a,24469.8,24456.59,1,34.1,certified
2026-03-19,P004,ach,processor_a,14147.64,14522.31,4,85.4,certified
2026-03-19,P004,card,processor_d,7509.82,7712.55,3,39.1,needs research
2026-03-19,P004,card,processor_a,15688.4,16012.12,2,20.3,needs research
2026-03-19,P004,ach,processor_a,16824.25,16966.77,3,64.1,certified
2026-03-19,P005,card,processor_c,220361.94,220050.16,3,39.5,watch
2026-03-19,P005,ach,processor_d,75430.3,77915.93,1,81.8,needs research
2026-03-19,P005,card,processor_a,65438.54,66903.13,1,32.5,needs research
2026-03-19,P005,ach,processor_c,29595.38,29339.14,0,69.4,certified
2026-03-19,P005,card,processor_a,68267.04,68916.57,2,31.0,needs research
2026-03-19,P005,ach,processor_d,37660.06,36792.67,0,54.7,watch
2026-03-19,P005,card,processor_d,28983.64,28110.59,3,20.6,certified
2026-03-19,P005,ach,processor_b,20425.94,20415.55,4,33.4,certified
2026-03-19,P005,card,processor_a,10488.78,11242.82,2,13.0,certified
2026-03-19,P005,card,processor_c,24452.17,24141.53,3,8.7,watch
2026-03-19,P005,ach,processor_a,16299.04,17305.71,4,80.7,certified
2026-03-19,P006,card,processor_b,142972.94,137938.31,0,16.1,needs research
2026-03-19,P006,ach,processor_b,65209.67,68061.9,0,8.2,certified
2026-03-19,P006,card,processor_b,52523.98,49592.61,2,18.8,certified
2026-03-19,P006,ach,processor_c,23636.21,23137.37,4,45.0,needs research
2026-03-19,P006,card,processor_a,52463.68,51333.92,2,8.2,needs research
2026-03-19,P006,ach,processor_c,20947.96,21646.63,4,86.1,watch
2026-03-19,P006,card,processor_b,23298.18,24628.77,1,40.0,watch
2026-03-19,P006,ach,processor_a,10314.85,10368.68,4,69.8,needs research
2026-03-19,P006,card,processor_c,6446.82,6103.03,2,38.1,certified
2026-03-19,P006,card,processor_d,13901.64,13199.35,2,8.2,watch
2026-03-19,P006,ach,processor_c,17685.48,17367.79,4,90.1,watch
2026-03-19,P007,card,processor_c,99289.94,98262.32,3,22.1,watch
2026-03-19,P007,ach,processor_a,66164.05,66179.71,0,8.2,watch
2026-03-19,P007,card,processor_b,32654.11,31789.85,2,31.9,watch
2026-03-19,P007,ach,processor_d,20162.16,20021.15,2,35.1,certified
2026-03-19,P007,card,processor_c,36854.47,36958.55,1,36.5,watch
2026-03-19,P007,ach,processor_a,18482.03,17975.17,1,38.3,needs research
2026-03-19,P007,card,processor_a,16979.18,16751.28,0,32.7,watch
2026-03-19,P007,ach,processor_a,10368.57,10005.88,5,25.0,certified
2026-03-19,P007,card,processor_c,5687.01,5593.7,3,8.4,watch
2026-03-19,P007,card,processor_c,11593.19,12273.65,3,37.6,needs research
2026-03-19,P007,ach,processor_c,15254.11,15060.16,0,31.1,needs research
2026-03-19,P008,card,processor_a,140971.14,145683.34,1,38.8,watch
2026-03-19,P008,ach,processor_c,65631.97,65220.77,2,5.8,needs research
2026-03-19,P008,card,processor_b,53918.94,50055.41,0,13.2,watch
2026-03-19,P008,ach,processor_a,27180.15,27463.71,1,12.1,needs research
2026-03-19,P008,card,processor_c,48600.52,48420.27,1,25.7,certified
2026-03-19,P008,ach,processor_a,27807.12,27958.24,1,62.1,needs research
2026-03-19,P008,card,processor_c,20503.04,19876.28,3,43.2,watch
2026-03-19,P008,ach,processor_b,14092.89,14595.49,5,52.0,needs research
2026-03-19,P008,card,processor_b,7587.21,7527.6,3,43.2,needs research
2026-03-19,P008,card,processor_a,15950.84,15276.49,0,13.5,certified
2026-03-19,P008,ach,processor_c,17353.31,16723.58,2,22.0,watch
2026-03-26,P001,card,processor_a,165702.52,162873.76,1,5.7,certified
2026-03-26,P001,ach,processor_b,81109.35,81906.09,4,61.6,needs research
2026-03-26,P001,card,processor_c,69428.87,69563.64,3,5.4,certified
2026-03-26,P001,ach,processor_a,36114.24,38776.19,3,6.9,watch
2026-03-26,P001,card,processor_b,65584.11,61299.86,2,43.8,watch
2026-03-26,P001,ach,processor_d,27147.39,26953.26,2,14.8,needs research
2026-03-26,P001,card,processor_b,30295.81,29794.85,1,37.3,watch
2026-03-26,P001,ach,processor_c,16595.37,16245.24,1,68.3,needs research
2026-03-26,P001,card,processor_b,8679.72,8645.98,3,8.4,certified
2026-03-26,P001,card,processor_a,16117.28,17191.25,1,27.9,watch
2026-03-26,P001,ach,processor_b,18020.93,17297.63,4,53.0,needs research
2026-03-26,P002,card,processor_a,161861.33,153982.51,1,38.4,needs research
2026-03-26,P002,ach,processor_c,68609.15,70878.27,0,38.0,needs research
2026-03-26,P002,card,processor_a,59541.45,56437.11,1,4.7,needs research
2026-03-26,P002,ach,processor_a,31840.44,31972.57,1,85.1,certified
2026-03-26,P002,card,processor_a,61227.97,64040.71,2,5.1,certified
2026-03-26,P002,ach,processor_b,39371.76,39007.52,5,91.5,certified
2026-03-26,P002,card,processor_b,26723.02,26832.09,3,4.7,certified
2026-03-26,P002,ach,processor_b,11779.37,11398.47,2,39.1,watch
2026-03-26,P002,card,processor_a,6789.29,6581.13,2,41.0,needs research
2026-03-26,P002,card,processor_a,16714.23,17755.02,1,21.1,watch
2026-03-26,P002,ach,processor_a,14814.58,15964.28,2,64.0,watch
2026-03-26,P003,card,processor_a,183576.81,177741.42,1,18.2,watch
2026-03-26,P003,ach,processor_c,116104.9,110032.77,3,84.8,watch
2026-03-26,P003,card,processor_d,64108.14,63726.11,2,19.6,certified
2026-03-26,P003,ach,processor_c,32467.98,33950.89,1,68.4,watch
2026-03-26,P003,card,processor_c,67043.31,67233.49,2,39.3,certified
2026-03-26,P003,ach,processor_b,39023.88,37935.12,2,78.4,needs research
2026-03-26,P003,card,processor_a,32030.04,30531.42,2,16.3,needs research
2026-03-26,P003,ach,processor_c,14630.21,14440.03,3,25.3,watch
2026-03-26,P003,card,processor_a,9598.51,9185.37,3,21.3,needs research
2026-03-26,P003,card,processor_a,20542.33,21015.25,3,32.6,watch
2026-03-26,P003,ach,processor_b,16252.78,16938.45,0,27.7,watch
2026-03-26,P004,card,processor_c,154804.64,154764.08,2,26.9,certified
2026-03-26,P004,ach,processor_a,65621.53,64670.64,4,90.1,certified
2026-03-26,P004,card,processor_a,46554.83,46711.3,0,14.0,needs research
2026-03-26,P004,ach,processor_c,26270.48,27108.63,1,44.8,needs research
2026-03-26,P004,card,processor_a,62852.46,64725.27,2,33.7,certified
2026-03-26,P004,ach,processor_c,32920.51,32092.23,1,30.9,watch
2026-03-26,P004,card,processor_c,27546.61,29763.93,0,20.0,watch
2026-03-26,P004,ach,processor_b,14736.78,15351.23,5,9.6,certified
2026-03-26,P004,card,processor_c,6717.09,6804.44,3,24.2,certified
2026-03-26,P004,card,processor_b,16619.49,15969.43,0,38.0,watch
2026-03-26,P004,ach,processor_b,17348.85,18409.98,1,27.1,watch
2026-03-26,P005,card,processor_a,231373.7,233946.8,3,37.3,needs research
2026-03-26,P005,ach,processor_b,131747.39,127846.85,4,67.9,certified
2026-03-26,P005,card,processor_a,70422.26,70646.05,3,20.3,certified
2026-03-26,P005,ach,processor_b,39326.68,37216.95,3,83.1,certified
2026-03-26,P005,card,processor_c,68701.32,68350.39,0,22.1,watch
2026-03-26,P005,ach,processor_c,38264.88,40584.92,1,6.2,watch
2026-03-26,P005,card,processor_d,37450.86,37925.54,3,9.6,certified
2026-03-26,P005,ach,processor_b,20035.05,19155.85,3,77.7,needs research
2026-03-26,P005,card,processor_c,8470.64,8281.49,2,25.0,needs research
2026-03-26,P005,card,processor_d,25665.34,26375.27,2,18.8,needs research
2026-03-26,P005,ach,processor_b,17295.43,17958.91,4,62.3,needs research
2026-03-26,P006,card,processor_a,119940.64,117421.16,1,12.1,watch
2026-03-26,P006,ach,processor_a,81053.11,77148.38,4,85.2,needs research
2026-03-26,P006,card,processor_a,50897.22,49774.73,0,31.4,needs research
2026-03-26,P006,ach,processor_c,23307.4,22396.16,3,69.9,certified
2026-03-26,P006,card,processor_a,44015.87,45338.44,0,30.1,watch
2026-03-26,P006,ach,processor_d,29197.24,29051.1,2,4.2,needs research
2026-03-26,P006,card,processor_c,22608.03,22249.15,3,7.9,needs research
2026-03-26,P006,ach,processor_d,11545.23,11549.7,4,85.1,certified
2026-03-26,P006,card,processor_b,5069.53,5372.87,0,14.3,needs research
2026-03-26,P006,card,processor_b,13070.48,13700.3,3,5.4,watch
2026-03-26,P006,ach,processor_a,16802.92,16267.14,4,82.4,certified
2026-03-26,P007,card,processor_a,126393.85,124618.38,0,4.6,certified
2026-03-26,P007,ach,processor_b,61136.89,61631.62,4,12.1,needs research
2026-03-26,P007,card,processor_a,38468.64,37320.13,3,27.3,watch
2026-03-26,P007,ach,processor_a,15724.96,16185.42,2,9.5,needs research
2026-03-26,P007,card,processor_a,38172.75,39404.47,1,13.5,needs research
2026-03-26,P007,ach,processor_a,19677.62,19178.12,3,34.3,watch
2026-03-26,P007,card,processor_c,20174.97,19779.09,3,19.2,watch
2026-03-26,P007,ach,processor_b,10865.88,11680.87,0,87.1,needs research
2026-03-26,P007,card,processor_b,5989.58,5730.06,2,32.2,certified
2026-03-26,P007,card,processor_b,10510.57,10401.6,0,10.1,certified
