date,partner_id,partner_segment,channel,payment_method,processor,transaction_count,gross_volume,net_revenue,authorization_rate,capture_rate,decline_rate,return_rate,chargeback_rate,gateway_latency_ms,settlement_delay_hours,reconciliation_variance,data_quality_score
2026-03-14,P002,Core,in_store,ach,processor_a,36,3749.28,17.62,0.9494,0.9353,0.0301,0.0162,0.0054,237,44.3,4.07,95.3
2026-03-14,P002,Core,in_store,p2p,processor_d,20,555.8,3.11,0.908,0.8941,0.0664,0.009,0.0022,457,29.7,0.69,94.9
2026-03-14,P002,Core,in_store,wallet,processor_d,40,1633.84,9.15,0.9199,0.9023,0.0482,0.0054,0.0059,432,31.6,1.0,92.5
2026-03-14,P002,Core,in_store,tokenized_card,processor_c,18,859.13,4.81,0.9489,0.9408,0.0183,0.0005,0.0032,311,23.0,0.55,94.9
2026-03-14,P002,Core,mobile,card,processor_a,80,3301.48,20.47,0.9082,0.8967,0.0698,0.0056,0.0029,449,37.4,-1.75,94.7
2026-03-14,P002,Core,mobile,ach,processor_d,20,1806.55,8.49,0.944,0.9366,0.0235,0.0214,0.0012,676,65.8,-0.53,95.6
2026-03-14,P002,Core,mobile,p2p,processor_a,18,410.94,2.3,0.9207,0.9115,0.0606,0.0085,0.0037,443,16.3,0.1,96.8
2026-03-14,P002,Core,mobile,wallet,processor_c,22,722.45,4.05,0.9403,0.9252,0.0233,0.0045,0.0029,482,19.2,0.79,93.9
2026-03-14,P002,Core,mobile,tokenized_card,processor_c,18,779.14,4.36,0.9566,0.9476,0.0152,0.0019,0.003,472,19.2,-0.28,94.5
2026-03-14,P002,Core,unattended,card,processor_b,47,767.97,4.76,0.9074,0.8957,0.0686,0.0029,0.0052,727,32.8,-0.47,95.3
2026-03-14,P002,Core,unattended,wallet,processor_b,18,267.18,1.5,0.9139,0.9017,0.0488,0.0058,0.0021,599,28.0,-0.01,93.6
2026-03-14,P002,Core,unattended,tokenized_card,processor_c,18,390.2,2.19,0.9529,0.938,0.0102,0.002,0.0059,557,33.1,0.27,95.8
2026-03-14,P002,Core,recurring,card,processor_c,31,1999.23,12.4,0.9128,0.9048,0.0602,0.0053,0.0059,476,17.8,-0.73,94.0
2026-03-14,P002,Core,recurring,ach,processor_b,18,2384.33,11.21,0.9235,0.9159,0.0503,0.0218,0.0042,545,58.1,1.77,94.2
2026-03-14,P002,Core,recurring,wallet,processor_d,18,1059.6,5.93,0.9332,0.924,0.0486,0.006,0.005,573,26.0,-0.73,93.5
2026-03-14,P002,Core,recurring,tokenized_card,processor_a,18,1332.37,7.46,0.9598,0.9479,0.012,0.0012,0.0035,337,18.6,1.67,94.9
2026-03-14,P003,Strategic,online,card,processor_c,298,23222.73,143.98,0.9029,0.894,0.0747,0.0025,0.0039,431,18.5,8.64,96.7
2026-03-14,P003,Strategic,online,ach,processor_b,72,10929.34,51.37,0.9377,0.9314,0.0345,0.0192,0.005,552,51.3,-6.65,92.7
2026-03-14,P003,Strategic,online,p2p,processor_b,39,1786.67,10.01,0.9232,0.908,0.0521,0.008,0.008,426,36.6,1.04,94.5
2026-03-14,P003,Strategic,online,wallet,processor_b,62,4285.82,24.0,0.9277,0.916,0.0373,0.0073,0.0011,509,33.2,1.86,96.2
2026-03-14,P003,Strategic,online,tokenized_card,processor_a,24,2104.85,11.79,0.9675,0.9563,0.006,0.0037,0.0045,406,22.1,-0.84,93.0
2026-03-14,P003,Strategic,in_app,card,processor_c,154,8206.51,50.88,0.9137,0.9073,0.0591,0.0064,0.0053,451,21.7,-0.22,97.1
2026-03-14,P003,Strategic,in_app,ach,processor_a,29,3405.76,16.01,0.9602,0.9555,0.006,0.0189,0.0017,298,54.1,1.03,96.5
2026-03-14,P003,Strategic,in_app,p2p,processor_c,21,657.14,3.68,0.9139,0.9058,0.0464,0.0107,0.0031,375,18.7,-0.58,94.7
2026-03-14,P003,Strategic,in_app,wallet,processor_b,42,2065.63,11.57,0.9164,0.9077,0.0594,0.0062,0.0017,418,36.9,-0.24,94.8
2026-03-14,P003,Strategic,in_app,tokenized_card,processor_d,18,1097.46,6.15,0.9445,0.936,0.0292,0.0025,0.0019,593,49.2,-0.16,96.0
2026-03-14,P003,Strategic,in_store,card,processor_c,170,7147.01,44.31,0.8981,0.89,0.078,0.0036,0.004,271,31.5,-2.87,95.0
2026-03-14,P003,Strategic,in_store,ach,processor_a,43,3955.53,18.59,0.9365,0.9316,0.0392,0.0187,0.001,263,65.9,0.62,97.4
2026-03-14,P003,Strategic,in_store,p2p,processor_a,24,627.58,3.51,0.939,0.9283,0.0331,0.0094,0.002,257,36.9,0.15,93.1
2026-03-14,P003,Strategic,in_store,wallet,processor_a,44,1787.19,10.01,0.9435,0.9279,0.0228,0.0058,0.003,269,19.3,-0.51,93.0
2026-03-14,P003,Strategic,in_store,tokenized_card,processor_a,18,770.22,4.31,0.9663,0.9503,0.006,0.0028,0.0047,255,22.1,1.05,95.0
2026-03-14,P003,Strategic,mobile,card,processor_a,100,3672.92,22.77,0.9048,0.8924,0.0576,0.0053,0.0044,354,17.5,1.5,95.8
2026-03-14,P003,Strategic,mobile,ach,processor_a,20,1846.48,8.68,0.9519,0.9439,0.0111,0.0165,0.0047,406,62.4,1.04,92.9
2026-03-14,P003,Strategic,mobile,p2p,processor_c,18,463.28,2.59,0.9261,0.914,0.0422,0.0126,0.0026,409,33.5,0.46,91.8
2026-03-14,P003,Strategic,mobile,wallet,processor_a,21,663.03,3.71,0.9342,0.9173,0.0415,0.0074,0.0043,358,27.8,0.02,97.4
2026-03-14,P003,Strategic,mobile,tokenized_card,processor_a,18,798.23,4.47,0.9571,0.9441,0.006,0.0038,0.0058,360,23.2,-0.13,96.8
2026-03-14,P003,Strategic,unattended,card,processor_a,50,902.07,5.59,0.9115,0.9068,0.0534,0.0048,0.0024,407,32.3,0.83,93.8
2026-03-14,P003,Strategic,unattended,wallet,processor_a,18,288.3,1.61,0.9333,0.9197,0.046,0.0041,0.0038,410,18.0,-0.17,95.5
2026-03-14,P003,Strategic,unattended,tokenized_card,processor_c,18,320.89,1.8,0.9382,0.925,0.0271,0.0026,0.004,624,19.1,0.44,93.0
2026-03-14,P003,Strategic,recurring,card,processor_c,44,3010.15,18.66,0.8994,0.8828,0.0819,0.0018,0.0021,456,18.6,0.21,93.6
2026-03-14,P003,Strategic,recurring,ach,processor_d,18,2399.27,11.28,0.9248,0.918,0.0547,0.0173,0.004,455,67.8,2.87,94.4
2026-03-14,P003,Strategic,recurring,wallet,processor_b,18,981.29,5.5,0.927,0.9209,0.04,0.0068,0.0033,544,17.1,-0.61,93.0
2026-03-14,P003,Strategic,recurring,tokenized_card,processor_b,18,1183.64,6.63,0.9409,0.9322,0.0191,0.0057,0.003,524,34.2,1.41,93.6
2026-03-14,P004,Strategic,online,card,processor_d,175,13842.23,85.82,0.9054,0.9003,0.0571,0.007,0.0082,645,36.0,13.04,93.2
2026-03-14,P004,Strategic,online,ach,processor_a,44,6734.06,31.65,0.9418,0.9298,0.0212,0.0191,0.0072,291,44.9,8.65,91.8
2026-03-14,P004,Strategic,online,p2p,processor_a,29,1390.78,7.79,0.9142,0.8964,0.0661,0.0114,0.0071,289,35.7,1.56,92.7
2026-03-14,P004,Strategic,online,wallet,processor_b,51,3442.31,19.28,0.93,0.9186,0.0308,0.0072,0.0054,475,33.7,2.63,92.6
2026-03-14,P004,Strategic,online,tokenized_card,processor_a,18,1504.53,8.43,0.9472,0.9319,0.0172,0.0008,0.0068,309,22.5,0.52,93.8
2026-03-14,P004,Strategic,in_app,card,processor_c,103,5927.62,36.75,0.8964,0.8914,0.0793,0.0022,0.0033,432,25.4,5.89,92.9
2026-03-14,P004,Strategic,in_app,ach,processor_c,28,3300.23,15.51,0.9525,0.9435,0.0278,0.0207,0.0015,340,54.1,-2.39,92.6
2026-03-14,P004,Strategic,in_app,p2p,processor_a,18,594.41,3.33,0.9385,0.9221,0.0216,0.0083,0.0039,317,17.4,-0.23,95.7
2026-03-14,P004,Strategic,in_app,wallet,processor_b,24,1195.13,6.69,0.9301,0.915,0.0406,0.0032,0.0035,532,33.0,-0.62,93.8
2026-03-14,P004,Strategic,in_app,tokenized_card,processor_a,18,1134.55,6.35,0.9393,0.9296,0.03,0.0005,0.0044,316,20.4,-0.4,94.1
2026-03-14,P004,Strategic,in_store,card,processor_a,144,6693.92,41.5,0.9,0.8865,0.0737,0.0043,0.0024,243,24.7,7.78,93.1
2026-03-14,P004,Strategic,in_store,ach,processor_b,33,3005.66,14.13,0.934,0.9223,0.0416,0.0201,0.0009,421,68.0,-1.14,92.7
2026-03-14,P004,Strategic,in_store,p2p,processor_c,18,503.18,2.82,0.925,0.9145,0.0406,0.007,0.0008,361,35.6,-0.44,91.6
2026-03-14,P004,Strategic,in_store,wallet,processor_a,40,1352.55,7.57,0.9344,0.9171,0.0418,0.0023,0.0009,211,25.1,0.96,96.3
2026-03-14,P004,Strategic,in_store,tokenized_card,processor_a,18,800.39,4.48,0.967,0.9551,0.006,0.0016,0.0034,231,27.3,0.92,92.8
2026-03-14,P004,Strategic,mobile,card,processor_b,64,2368.71,14.69,0.8867,0.88,0.0818,0.004,0.0023,518,29.5,1.02,95.7
2026-03-14,P004,Strategic,mobile,ach,processor_a,18,1668.9,7.84,0.9378,0.9332,0.023,0.0193,0.0026,408,48.6,-0.16,95.7
2026-03-14,P004,Strategic,mobile,p2p,processor_a,18,491.51,2.75,0.9124,0.9046,0.0483,0.0111,0.0033,318,23.1,0.68,93.3
2026-03-14,P004,Strategic,mobile,wallet,processor_a,20,729.08,4.08,0.9461,0.9358,0.0166,0.0056,0.0049,350,19.2,0.66,95.9
2026-03-14,P004,Strategic,mobile,tokenized_card,processor_b,18,786.69,4.41,0.942,0.9344,0.029,0.0054,0.0058,572,23.7,-0.04,93.9
2026-03-14,P004,Strategic,unattended,card,processor_b,40,671.15,4.16,0.9066,0.8976,0.0627,0.002,0.0016,607,15.2,0.06,96.7
2026-03-14,P004,Strategic,unattended,wallet,processor_d,18,279.46,1.56,0.9145,0.9072,0.0548,0.0067,0.0021,879,43.8,-0.16,95.5
2026-03-14,P004,Strategic,unattended,tokenized_card,processor_a,18,354.55,1.99,0.9425,0.9362,0.0225,0.002,0.0051,537,36.0,-0.01,95.1
2026-03-14,P004,Strategic,recurring,card,processor_a,29,1823.52,11.31,0.9032,0.8922,0.0786,0.0013,0.0019,383,27.6,0.31,94.7
2026-03-14,P004,Strategic,recurring,ach,processor_a,18,2647.38,12.44,0.9592,0.9533,0.0186,0.0218,0.0036,396,45.7,2.19,93.3
2026-03-14,P004,Strategic,recurring,wallet,processor_b,18,853.42,4.78,0.9139,0.9043,0.0591,0.0031,0.0041,473,26.5,0.02,96.7
2026-03-14,P004,Strategic,recurring,tokenized_card,processor_a,18,1243.85,6.97,0.9597,0.947,0.0132,0.0051,0.0048,317,17.0,-0.11,93.9
2026-03-14,P005,Growth,online,card,processor_d,253,19045.42,118.08,0.8834,0.88,0.0875,0.0059,0.0073,492,30.7,17.2,93.2
2026-03-14,P005,Growth,online,ach,processor_b,74,12616.17,59.3,0.9457,0.9316,0.0295,0.0174,0.0043,501,69.3,-0.75,96.8
2026-03-14,P005,Growth,online,p2p,processor_b,45,2249.99,12.6,0.9129,0.9025,0.056,0.0082,0.0052,535,28.5,0.52,93.1
2026-03-14,P005,Growth,online,wallet,processor_a,78,5306.3,29.72,0.9456,0.9344,0.026,0.006,0.0078,406,19.9,3.89,94.0
2026-03-14,P005,Growth,online,tokenized_card,processor_c,22,1677.15,9.39,0.9389,0.9239,0.0326,0.0035,0.0063,459,23.7,2.16,92.9
2026-03-14,P005,Growth,in_app,card,processor_d,150,8732.94,54.14,0.8882,0.88,0.0781,0.0035,0.001,480,48.1,5.06,95.6
2026-03-14,P005,Growth,in_app,ach,processor_d,38,4534.42,21.31,0.9414,0.9345,0.0354,0.0219,0.0014,442,92.3,-0.63,95.9
2026-03-14,P005,Growth,in_app,p2p,processor_b,24,819.63,4.59,0.9044,0.8913,0.0641,0.0115,0.0044,400,25.4,1.01,91.3
2026-03-14,P005,Growth,in_app,wallet,processor_d,41,1677.37,9.39,0.9106,0.8945,0.0522,0.0071,0.003,535,47.1,0.28,93.2
2026-03-14,P005,Growth,in_app,tokenized_card,processor_a,18,977.47,5.47,0.9627,0.956,0.009,0.0031,0.005,333,25.9,0.17,95.9
2026-03-14,P005,Growth,in_store,card,processor_a,201,9425.39,58.44,0.9219,0.9169,0.0427,0.0062,0.0057,282,15.6,-1.1,96.5
2026-03-14,P005,Growth,in_store,ach,processor_c,46,4211.36,19.79,0.9284,0.9173,0.0353,0.0187,0.006,283,60.8,1.32,95.2
2026-03-14,P005,Growth,in_store,p2p,processor_c,26,685.84,3.84,0.9218,0.9163,0.054,0.0098,0.0036,307,20.0,0.05,93.5
2026-03-14,P005,Growth,in_store,wallet,processor_a,58,2244.58,12.57,0.9497,0.9371,0.0289,0.0041,0.0026,236,37.8,1.05,93.5
2026-03-14,P005,Growth,in_store,tokenized_card,processor_c,18,792.88,4.44,0.9473,0.9352,0.0142,0.0016,0.0059,259,26.6,-0.15,94.4
2026-03-14,P005,Growth,mobile,card,processor_a,116,4150.9,25.74,0.9184,0.9013,0.0433,0.004,0.0031,377,28.1,5.67,92.8
2026-03-14,P005,Growth,mobile,ach,processor_a,23,1764.95,8.3,0.949,0.9435,0.0207,0.0186,0.001,311,66.2,0.09,96.8
2026-03-14,P005,Growth,mobile,p2p,processor_c,18,430.16,2.41,0.9159,0.911,0.059,0.0092,0.0021,545,19.9,0.24,95.9
2026-03-14,P005,Growth,mobile,wallet,processor_c,26,827.43,4.63,0.9385,0.9273,0.0218,0.0022,0.0015,459,31.9,0.15,96.1
2026-03-14,P005,Growth,mobile,tokenized_card,processor_a,18,790.25,4.43,0.9418,0.9277,0.036,0.0051,0.0034,364,29.5,0.77,93.2
2026-03-14,P005,Growth,unattended,card,processor_b,68,1368.77,8.49,0.8941,0.8895,0.085,0.0049,0.0058,598,14.7,-1.03,95.7
2026-03-14,P005,Growth,unattended,wallet,processor_b,18,267.19,1.5,0.9121,0.9029,0.0543,0.0057,0.0016,636,35.0,0.17,94.1
2026-03-14,P005,Growth,unattended,tokenized_card,processor_c,18,327.43,1.83,0.9424,0.9323,0.0349,0.0055,0.0042,526,36.9,-0.04,94.2
2026-03-14,P005,Growth,recurring,card,processor_a,40,2279.82,14.13,0.9189,0.9119,0.0534,0.0053,0.0054,358,23.6,-1.7,94.3
2026-03-14,P005,Growth,recurring,ach,processor_a,18,2412.3,11.34,0.9386,0.9255,0.0383,0.0203,0.003,318,53.3,-2.13,95.2
2026-03-14,P005,Growth,recurring,wallet,processor_a,18,1008.05,5.65,0.9363,0.9269,0.0275,0.0031,0.0018,303,35.8,-0.9,93.1
2026-03-14,P005,Growth,recurring,tokenized_card,processor_a,18,1232.9,6.9,0.9465,0.9403,0.0178,0.0009,0.0048,290,23.6,-0.05,96.1
2026-03-14,P006,Growth,online,card,processor_b,176,13509.39,83.76,0.9064,0.9013,0.0618,0.0016,0.0033,431,22.8,9.61,93.1
2026-03-14,P006,Growth,online,ach,processor_a,42,6794.09,31.93,0.9417,0.9276,0.0317,0.018,0.0061,358,74.9,4.66,93.8
2026-03-14,P006,Growth,online,p2p,processor_c,25,1281.44,7.18,0.9237,0.9115,0.0535,0.008,0.0018,367,17.6,1.08,95.0
2026-03-14,P006,Growth,online,wallet,processor_a,51,3308.03,18.52,0.9341,0.9295,0.0352,0.0056,0.0012,415,28.9,2.27,95.9
2026-03-14,P006,Growth,online,tokenized_card,processor_b,18,1605.45,8.99,0.9463,0.9359,0.0179,0.003,0.004,526,30.9,-0.04,95.4
2026-03-14,P006,Growth,in_app,card,processor_a,108,6334.37,39.27,0.9104,0.8991,0.0575,0.0048,0.0051,316,20.6,6.46,94.3
2026-03-14,P006,Growth,in_app,ach,processor_c,24,2436.15,11.45,0.9427,0.9252,0.0336,0.0209,0.0035,434,51.0,2.11,92.3
2026-03-14,P006,Growth,in_app,p2p,processor_a,18,549.89,3.08,0.9241,0.916,0.0433,0.0084,0.006,366,34.9,0.45,92.9
2026-03-14,P006,Growth,in_app,wallet,processor_c,21,926.98,5.19,0.9203,0.9145,0.0453,0.0075,0.0048,467,31.4,-0.54,96.4
2026-03-14,P006,Growth,in_app,tokenized_card,processor_b,18,1075.01,6.02,0.943,0.9374,0.0178,0.0017,0.0043,472,32.1,-0.13,94.5
2026-03-14,P006,Growth,in_store,card,processor_a,138,5891.49,36.53,0.9115,0.8948,0.0529,0.0068,0.003,289,29.7,6.46,95.2
2026-03-14,P006,Growth,in_store,ach,processor_c,36,3227.84,15.17,0.9484,0.9335,0.0325,0.0192,0.0015,360,55.7,-1.58,96.1
2026-03-14,P006,Growth,in_store,p2p,processor_c,18,470.0,2.63,0.9286,0.9208,0.0455,0.0083,0.0055,314,22.7,0.11,94.4
2026-03-14,P006,Growth,in_store,wallet,processor_b,36,1443.1,8.08,0.9174,0.9014,0.0499,0.0065,0.0041,310,23.1,0.11,94.9
2026-03-14,P006,Growth,in_store,tokenized_card,processor_d,18,802.29,4.49,0.9456,0.9343,0.0257,0.0056,0.0037,458,47.3,0.26,93.4
2026-03-14,P006,Growth,mobile,card,processor_b,60,2171.28,13.46,0.9077,0.9008,0.066,0.0063,0.0047,496,29.6,2.1,94.6
2026-03-14,P006,Growth,mobile,ach,processor_a,18,1553.71,7.3,0.9618,0.9466,0.0144,0.0192,0.005,421,53.5,1.25,92.2
2026-03-14,P006,Growth,mobile,p2p,processor_d,18,507.05,2.84,0.9161,0.9096,0.0651,0.012,0.0025,507,40.5,0.1,97.6
2026-03-14,P006,Growth,mobile,wallet,processor_b,18,623.63,3.49,0.9314,0.9261,0.0351,0.0035,0.004,491,19.4,0.41,93.7
2026-03-14,P006,Growth,mobile,tokenized_card,processor_c,18,707.2,3.96,0.9621,0.9546,0.0176,0.0003,0.0059,408,20.8,0.68,93.7
2026-03-14,P006,Growth,unattended,card,processor_a,35,627.03,3.89,0.919,0.9119,0.0538,0.0031,0.0024,460,24.9,-0.27,95.4
2026-03-14,P006,Growth,unattended,wallet,processor_a,18,284.46,1.59,0.9233,0.9148,0.0519,0.0054,0.004,527,27.8,0.17,94.8
2026-03-14,P006,Growth,unattended,tokenized_card,processor_a,18,379.44,2.12,0.9533,0.9356,0.0108,0.0058,0.0016,522,20.0,0.23,95.2
2026-03-14,P006,Growth,recurring,card,processor_a,29,1939.46,12.02,0.899,0.8929,0.0751,0.0032,0.003,407,22.4,2.16,94.9
2026-03-14,P006,Growth,recurring,ach,processor_a,18,2292.44,10.77,0.9357,0.9183,0.042,0.0182,0.0014,390,71.1,-1.56,94.6
2026-03-14,P006,Growth,recurring,wallet,processor_b,18,1061.69,5.95,0.9393,0.9351,0.0351,0.0045,0.0025,587,17.3,0.62,92.8
2026-03-14,P006,Growth,recurring,tokenized_card,processor_a,18,1283.62,7.19,0.9407,0.9297,0.0392,0.0021,0.0012,283,22.4,-0.63,94.4
2026-03-14,P007,Watch,online,card,processor_d,138,11003.92,68.22,0.8938,0.8878,0.0871,0.0055,0.0027,517,36.5,-6.63,95.5
2026-03-14,P007,Watch,online,ach,processor_a,38,5832.84,27.41,0.9459,0.9326,0.024,0.0164,0.0069,414,71.4,-2.93,96.8
2026-03-14,P007,Watch,online,p2p,processor_c,22,1153.01,6.46,0.9299,0.9254,0.0447,0.0093,0.0055,383,34.4,-0.12,93.4
2026-03-14,P007,Watch,online,wallet,processor_d,44,2984.74,16.71,0.9158,0.9022,0.0594,0.0076,0.0018,646,29.8,2.85,91.9
2026-03-14,P007,Watch,online,tokenized_card,processor_b,18,1336.72,7.49,0.9334,0.9226,0.0479,0.0053,0.0054,537,22.6,-0.5,95.3
2026-03-14,P007,Watch,in_app,card,processor_a,92,5353.69,33.19,0.9006,0.8928,0.0797,0.0011,0.0032,325,34.6,2.97,93.8
2026-03-14,P007,Watch,in_app,ach,processor_c,21,2262.96,10.64,0.9466,0.9327,0.0349,0.0182,0.0019,463,57.4,-0.3,93.6
2026-03-14,P007,Watch,in_app,p2p,processor_a,18,603.06,3.38,0.9405,0.9321,0.0325,0.0104,0.001,308,14.6,0.82,94.7
2026-03-14,P007,Watch,in_app,wallet,processor_a,19,958.35,5.37,0.9477,0.9383,0.0174,0.0075,0.0027,290,19.2,-0.46,95.9
2026-03-14,P007,Watch,in_app,tokenized_card,processor_a,18,1094.36,6.13,0.9661,0.9594,0.0142,0.0009,0.0039,311,20.9,-0.96,95.2
2026-03-14,P007,Watch,in_store,card,processor_b,124,5878.67,36.45,0.9134,0.9027,0.0638,0.002,0.001,365,25.9,-4.88,95.8
2026-03-14,P007,Watch,in_store,ach,processor_c,30,2690.67,12.65,0.947,0.942,0.0227,0.0193,0.004,345,51.4,1.85,94.5
2026-03-14,P007,Watch,in_store,p2p,processor_b,18,496.95,2.78,0.9085,0.9034,0.0721,0.0121,0.003,349,35.4,-0.37,95.5
2026-03-14,P007,Watch,in_store,wallet,processor_b,32,1123.9,6.29,0.9256,0.9142,0.0458,0.0045,0.0044,338,20.9,-0.87,92.6
2026-03-14,P007,Watch,in_store,tokenized_card,processor_a,18,799.69,4.48,0.9632,0.9584,0.0151,0.0001,0.0042,262,20.2,-0.06,94.6
2026-03-14,P007,Watch,mobile,card,processor_d,50,2076.27,12.87,0.8902,0.8841,0.0793,0.0064,0.001,589,24.7,-1.42,95.2
2026-03-14,P007,Watch,mobile,ach,processor_b,18,1587.26,7.46,0.9302,0.9224,0.0395,0.02,0.0047,545,48.5,-1.38,92.2
2026-03-14,P007,Watch,mobile,p2p,processor_b,18,495.68,2.78,0.9169,0.901,0.0645,0.012,0.0019,587,22.2,0.03,95.8
2026-03-14,P007,Watch,mobile,wallet,processor_d,18,615.71,3.45,0.9344,0.9213,0.025,0.0035,0.0034,640,27.5,-0.03,96.9
2026-03-14,P007,Watch,mobile,tokenized_card,processor_b,18,845.46,4.73,0.9513,0.9468,0.0099,0.0044,0.0027,502,18.6,-0.09,97.6
2026-03-14,P007,Watch,unattended,card,processor_d,32,583.75,3.62,0.9088,0.8977,0.0543,0.0038,0.0044,783,38.9,0.72,94.1
2026-03-14,P007,Watch,unattended,wallet,processor_d,18,311.19,1.74,0.9265,0.913,0.0465,0.0046,0.0029,790,28.7,0.38,93.0
2026-03-14,P007,Watch,unattended,tokenized_card,processor_a,18,365.79,2.05,0.9578,0.9436,0.0096,0.0023,0.0029,408,32.9,0.17,96.6
2026-03-14,P007,Watch,recurring,card,processor_d,23,1580.29,9.8,0.8821,0.88,0.0788,0.0064,0.0054,655,49.1,-0.71,95.9
2026-03-14,P007,Watch,recurring,ach,processor_a,18,2368.54,11.13,0.9562,0.94,0.006,0.0199,0.0053,388,66.4,1.6,93.2
2026-03-14,P007,Watch,recurring,wallet,processor_d,18,933.0,5.22,0.9103,0.896,0.0645,0.0067,0.0026,528,38.3,0.48,94.5
2026-03-14,P007,Watch,recurring,tokenized_card,processor_d,18,1333.85,7.47,0.9513,0.9427,0.015,0.0022,0.0054,642,37.8,0.03,93.7
2026-03-14,P008,Watch,online,card,processor_a,199,15449.27,95.79,0.8987,0.894,0.0722,0.004,0.0036,303,19.5,-5.79,92.8
2026-03-14,P008,Watch,online,ach,processor_a,45,8079.58,37.97,0.9601,0.9506,0.0197,0.0191,0.0045,299,61.0,-2.35,94.1
2026-03-14,P008,Watch,online,p2p,processor_d,24,1256.44,7.04,0.9074,0.8919,0.0739,0.0102,0.0018,559,37.4,-0.37,96.3
2026-03-14,P008,Watch,online,wallet,processor_a,56,3550.82,19.88,0.9342,0.9252,0.0465,0.0036,0.0059,359,26.5,3.12,94.9
2026-03-14,P008,Watch,online,tokenized_card,processor_c,18,1302.02,7.29,0.9528,0.9373,0.0179,0.0004,0.0089,478,25.9,0.64,96.7
2026-03-14,P008,Watch,in_app,card,processor_a,118,6796.52,42.14,0.9245,0.9105,0.0427,0.0036,0.0036,328,29.3,0.67,97.4
2026-03-14,P008,Watch,in_app,ach,processor_a,28,3401.35,15.99,0.9544,0.94,0.0105,0.0216,0.002,347,47.3,-2.11,93.1
2026-03-14,P008,Watch,in_app,p2p,processor_b,18,647.81,3.63,0.913,0.9064,0.0516,0.0107,0.0031,466,24.3,0.45,95.5
2026-03-14,P008,Watch,in_app,wallet,processor_b,28,1233.38,6.91,0.9348,0.9291,0.0305,0.0069,0.0026,408,24.5,1.53,93.9
2026-03-14,P008,Watch,in_app,tokenized_card,processor_a,18,918.54,5.14,0.9559,0.9486,0.0171,0.0029,0.0051,275,30.4,-0.02,93.5
2026-03-14,P008,Watch,in_store,card,processor_c,164,7414.94,45.97,0.9033,0.899,0.0689,0.0047,0.0014,296,33.7,-4.33,92.5
2026-03-14,P008,Watch,in_store,ach,processor_a,30,2758.29,12.96,0.9489,0.9423,0.0315,0.0215,0.0058,295,51.6,0.43,96.4
2026-03-14,P008,Watch,in_store,p2p,processor_a,18,508.9,2.85,0.9296,0.9198,0.04,0.0099,0.0036,288,19.2,0.06,97.4
2026-03-14,P008,Watch,in_store,wallet,processor_d,33,1136.55,6.36,0.9191,0.9122,0.0597,0.0039,0.0009,371,31.9,-0.88,96.2
2026-03-14,P008,Watch,in_store,tokenized_card,processor_b,18,943.87,5.29,0.9554,0.9462,0.0139,0.005,0.0017,307,21.5,0.93,93.0
2026-03-14,P008,Watch,mobile,card,processor_a,65,2728.93,16.92,0.9142,0.9041,0.0524,0.0023,0.0025,408,36.2,-1.5,94.2
2026-03-14,P008,Watch,mobile,ach,processor_a,18,1492.39,7.01,0.9445,0.9327,0.0168,0.0172,0.0037,421,55.2,0.83,93.0
2026-03-14,P008,Watch,mobile,p2p,processor_a,18,468.89,2.63,0.9366,0.9265,0.0448,0.0121,0.0023,395,33.0,-0.27,95.4
2026-03-14,P008,Watch,mobile,wallet,processor_a,18,611.79,3.43,0.9347,0.9183,0.0469,0.0047,0.0029,336,15.3,0.06,93.7
2026-03-14,P008,Watch,mobile,tokenized_card,processor_b,18,719.46,4.03,0.9483,0.9358,0.0126,0.002,0.0051,489,26.7,-0.08,97.5
2026-03-14,P008,Watch,unattended,card,processor_c,43,844.95,5.24,0.91,0.9045,0.0715,0.0013,0.0058,505,24.7,0.31,96.5
2026-03-14,P008,Watch,unattended,wallet,processor_c,18,291.68,1.63,0.9212,0.9094,0.0507,0.0077,0.0008,487,27.9,-0.03,94.9
2026-03-14,P008,Watch,unattended,tokenized_card,processor_c,18,322.36,1.81,0.9342,0.9272,0.0344,0.0054,0.0033,560,20.4,-0.23,92.3
2026-03-14,P008,Watch,recurring,card,processor_b,29,1748.53,10.84,0.8989,0.8847,0.077,0.0014,0.0046,419,17.9,-0.77,96.2
2026-03-14,P008,Watch,recurring,ach,processor_b,18,2171.95,10.21,0.9516,0.9403,0.026,0.02,0.0028,444,62.7,-1.12,92.9
2026-03-14,P008,Watch,recurring,wallet,processor_a,18,921.95,5.16,0.9337,0.9214,0.0399,0.0056,0.0051,363,18.4,0.63,92.5
2026-03-14,P008,Watch,recurring,tokenized_card,processor_b,18,1209.69,6.77,0.9557,0.9478,0.0207,0.004,0.0052,462,23.6,1.65,92.4
2026-03-15,P001,Core,online,card,processor_c,282,22952.26,142.3,0.9167,0.9125,0.0541,0.0035,0.001,366,32.0,-20.64,93.5
2026-03-15,P001,Core,online,ach,processor_a,57,8623.84,40.53,0.9381,0.9307,0.0342,0.0164,0.0078,301,58.8,9.96,94.3
2026-03-15,P001,Core,online,p2p,processor_c,39,1737.21,9.73,0.9075,0.9006,0.0535,0.009,0.0024,510,33.1,0.91,95.5
2026-03-15,P001,Core,online,wallet,processor_a,64,4595.85,25.74,0.9353,0.9304,0.0364,0.0031,0.0036,407,29.7,0.74,93.7
