incident_id,opened_date,partner_id,channel,payment_method,processor,issue_type,severity,estimated_transactions_at_risk,estimated_volume_at_risk,owner,status
INC0536,2026-04-22,P007,mobile,card,processor_a,duplicate transaction event,low,9,482.5,data insights,fix queued
INC0537,2026-04-22,P008,online,p2p,processor_c,duplicate transaction event,medium,10,352.63,data insights,root cause found
INC0538,2026-04-23,P001,in_store,p2p,processor_a,batch settlement delay,medium,4,39.7,data insights,root cause found
INC0539,2026-04-23,P002,unattended,tokenized_card,processor_b,duplicate transaction event,medium,3,74.95,product engineering,root cause found
INC0540,2026-04-23,P003,recurring,tokenized_card,processor_a,ledger variance,low,5,169.15,support operations,fix queued
INC0541,2026-04-23,P004,in_app,wallet,processor_b,ACH return spike,medium,10,283.94,data insights,fix queued
INC0542,2026-04-23,P005,mobile,tokenized_card,processor_c,missing webhook,low,2,124.31,support operations,fix queued
INC0543,2026-04-23,P007,in_store,card,processor_c,ACH return spike,low,19,597.11,support operations,monitoring
INC0544,2026-04-23,P007,recurring,card,processor_c,ACH return spike,medium,9,146.7,finance operations,fix queued
INC0545,2026-04-24,P002,online,p2p,processor_d,processor latency,medium,8,299.8,finance operations,monitoring
INC0546,2026-04-24,P003,unattended,card,processor_c,ACH return spike,low,18,119.09,data insights,triage
INC0547,2026-04-24,P004,recurring,ach,processor_a,ACH return spike,medium,5,427.88,product engineering,root cause found
INC0548,2026-04-24,P004,recurring,wallet,processor_b,duplicate transaction event,medium,2,220.67,finance operations,monitoring
INC0549,2026-04-24,P005,in_app,tokenized_card,processor_b,missing webhook,low,5,144.45,finance operations,root cause found
INC0550,2026-04-24,P007,mobile,p2p,processor_a,missing webhook,medium,3,24.8,support operations,monitoring
INC0551,2026-04-25,P001,recurring,wallet,processor_a,missing webhook,low,2,41.8,finance operations,triage
INC0552,2026-04-25,P002,mobile,card,processor_a,processor latency,low,15,442.17,product engineering,fix queued
INC0553,2026-04-25,P002,mobile,wallet,processor_c,missing webhook,medium,3,116.09,finance operations,monitoring
INC0554,2026-04-25,P004,online,ach,processor_b,ACH return spike,medium,6,1344.48,product engineering,root cause found
INC0555,2026-04-25,P004,in_app,ach,processor_a,ACH return spike,medium,5,254.76,support operations,triage
INC0556,2026-04-25,P007,online,card,processor_d,processor latency,medium,33,1561.4,support operations,fix queued
INC0557,2026-04-25,P007,in_app,card,processor_a,processor latency,medium,7,415.92,support operations,triage
INC0558,2026-04-26,P001,online,tokenized_card,processor_d,ledger variance,low,4,362.28,finance operations,root cause found
INC0559,2026-04-26,P003,online,card,processor_c,ledger variance,medium,86,1627.08,support operations,triage
INC0560,2026-04-26,P006,in_app,tokenized_card,processor_c,processor latency,low,2,171.04,data insights,root cause found
INC0561,2026-04-26,P007,recurring,card,processor_c,ACH return spike,low,6,212.42,data insights,root cause found
INC0562,2026-04-27,P002,recurring,card,processor_b,missing webhook,low,11,218.62,finance operations,root cause found
INC0563,2026-04-28,P003,online,card,processor_a,batch settlement delay,medium,115,4343.55,product engineering,monitoring
INC0564,2026-04-29,P002,recurring,ach,processor_c,processor latency,low,2,527.97,finance operations,monitoring
INC0565,2026-04-29,P004,mobile,ach,processor_c,processor latency,medium,6,306.52,finance operations,monitoring
INC0566,2026-04-29,P006,online,ach,processor_a,ledger variance,medium,14,1332.94,product engineering,root cause found
INC0567,2026-04-30,P001,online,wallet,processor_b,ledger variance,medium,28,578.55,product engineering,triage
INC0568,2026-04-30,P006,in_store,wallet,processor_a,duplicate transaction event,low,4,62.69,data insights,root cause found
INC0569,2026-04-30,P006,unattended,card,processor_d,ledger variance,medium,7,46.17,data insights,monitoring
